"","committee_id","total","advertise","poll","research","fundraise","pay","materials","consulting","event","mail","travel","smedia","radio","television","website","newspaper"
"1462","C00647727",1090322.64,1030603.74,28000,16500,126402.82,149695.02,NA,44135.7,3184.82,4960,3078.32,NA,NA,543670,400,NA
"1463","C00647743",17655.59,531.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1464","C00647859",16244.76,200.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,396.39,NA
"1465","C00647875",390460.78,2600,20500,NA,99498.9,NA,NA,34250,3910,NA,7311.09,1400,NA,NA,3200,NA
"1466","C00647891",15815.74,226.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1467","C00647917",38594.01,4896.68,NA,NA,NA,NA,NA,20000,NA,NA,NA,NA,NA,NA,NA,NA
"1468","C00647925",3030134.74,NA,NA,74821.26,81464,695180.7,303735.09,389976.9,6106.84,12868.48,4289.75,NA,NA,NA,NA,NA
"1469","C00647958",62057.58,3780.02,NA,NA,8850,NA,367.01,6500,NA,166.3,NA,282.52,425,NA,2500,235
"1470","C00647974",91217.89,5718.86,NA,NA,10727.88,NA,1167.37,10500,2768.08,8835.26,3820.51,NA,NA,NA,12418.5,NA
"1471","C00648006",955991.94,52707.46,17500,5750,19157.36,148753.26,NA,355872.94,103,24502.07,715.89,NA,NA,9000,2745,NA
"1472","C00648014",381831.55,45350,NA,NA,67021.11,90411.02,907.89,96921.11,8138.6,961.67,1547.9,NA,NA,NA,NA,NA
"1473","C00648048",322045.55,3115.39,NA,NA,22869.35,146146.02,NA,43528.59,10911.4,211.05,550.72,NA,NA,NA,NA,NA
"1474","C00648055",843558.08,430401.12,4367.8,32000,12913.31,135456.29,4124.54,NA,12864.43,23514.38,494.56,NA,NA,424537.33,129.72,325
"1475","C00648097",10140.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1500,NA
"1476","C00648105",14039.21,3306.14,NA,NA,NA,NA,NA,NA,NA,378,NA,NA,NA,NA,NA,NA
"1477","C00648139",716.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1478","C00648147",6907.83,NA,NA,NA,NA,NA,286.59,NA,NA,NA,10.6,NA,NA,NA,NA,NA
"1479","C00648162",259406.14,169596.15,6290,NA,23205.02,6010.53,585,4815,NA,NA,3988.93,9759.28,NA,9355,1550,NA
"1480","C00648170",46438.88,NA,NA,NA,967.86,NA,NA,9838.16,2261.69,5938.4,NA,NA,NA,NA,1320,NA
"1481","C00648196",52729.64,226.92,NA,NA,NA,NA,NA,6720,NA,18394.63,NA,255.42,NA,NA,1220,NA
"1482","C00648220",6471338.34,4767537.29,152709.33,7500,28755.03,470141.82,2466.78,200665.25,28451.22,73242.83,35697.16,NA,NA,NA,6000,NA
"1483","C00648253",1169190.61,NA,NA,26000,32.5,281539.96,NA,176066.82,12323.78,5391.79,8491.84,66207.4,NA,NA,40187.12,NA
"1484","C00648287",191727.78,14331.53,NA,NA,1619.25,64637.19,53.29,NA,3339.77,513.38,400.93,NA,NA,NA,999.88,NA
"1485","C00648295",895948.3,425813.71,3075,NA,40265.88,224397.5,NA,95234.71,29619.57,53314.59,12954.12,NA,NA,220544,9120.53,NA
"1486","C00648329",16410.87,NA,NA,NA,NA,NA,411.01,NA,NA,NA,101.7,1000,NA,NA,NA,NA
"1487","C00648394",87412.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1488","C00648436",7500,NA,NA,NA,NA,NA,NA,7500,NA,NA,NA,NA,NA,NA,NA,NA
"1489","C00648493",6766819.54,657458.87,194641.41,7489.3,149796.82,248167.51,NA,408186,52768.96,119614.16,19876.02,3937.53,NA,250000,2868.38,NA
"1490","C00648519",260284.65,33000,NA,NA,6814.57,1415,NA,35104,232.78,100,251.6,NA,NA,33000,NA,NA
"1491","C00648527",76435.16,5324.17,NA,NA,NA,NA,NA,22576.48,4492.13,23047.2,759.14,NA,NA,NA,NA,NA
"1492","C00648592",883.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,216,NA
"1493","C00648600",19937.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1494","C00648618",130861.35,371.21,NA,NA,530,49050,145.8,1200,1378.38,521.73,1975.58,NA,NA,NA,NA,NA
"1495","C00648634",5607.18,NA,NA,NA,33.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,278.4,NA
"1496","C00648675",48286.98,11031.59,NA,NA,400,NA,NA,NA,2845.01,NA,11345.99,NA,2906.33,NA,212,3125.26
"1497","C00648683",80819.07,5953.05,NA,NA,23376.81,NA,900,36076.06,1338.78,658.78,8515.2,NA,NA,4100,5800,NA
"1498","C00648725",4849468.31,473857.2,NA,190039.57,43226.36,527191.3,26135.25,319961.15,49969.02,6685.74,33718.76,NA,NA,NA,6500,NA
"1499","C00648741",260593.04,20496.32,NA,NA,277.87,29305.45,8696.91,11552,5264.6,24154.34,439.8,NA,NA,NA,712.49,830
"1500","C00648758",494.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,215.9,NA
"1501","C00648766",252106.36,146139.48,NA,NA,NA,NA,NA,19595.09,1630.83,74082.99,823.13,NA,NA,65500,NA,NA
"1502","C00648774",1890729.46,809396.15,21600,NA,5307.08,423756.18,NA,292307.47,28703.49,95652.87,16793.48,NA,NA,377487.63,NA,15.8
"1503","C00648816",1114479.31,2022,NA,13000,76303.77,3500,NA,344816.47,24466.61,105302.74,NA,NA,NA,NA,NA,NA
"1504","C00648907",1511994.51,20250,NA,437.5,27644.7,67966.26,NA,181138.04,7673.98,814.77,10542.03,228,250,NA,240,NA
"1505","C00648915",1348648.15,8931.68,2250,9562.12,23074.27,368919.73,NA,107668.69,11805.04,2168.78,4887.32,6500,NA,NA,1500,NA
"1506","C00648923",36885.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,693.95,NA,NA,NA,7500,NA
"1507","C00648931",193339.33,250,NA,1262.5,15000,35465.23,NA,24000,672.1,996.05,1365.93,NA,NA,NA,2790,NA
"1508","C00648949",960597.61,740363.04,26500,9683.12,29856.97,229437.01,NA,66606.5,90,1279.97,3672.67,NA,239645,239645,800,NA
"1509","C00648956",2932086.17,11267.73,NA,25572,44064.74,385607.81,NA,48767.06,2855.9,3460.81,48910.68,NA,NA,NA,6000,NA
"1510","C00648964",31164.24,589.3,NA,NA,1375,NA,NA,NA,NA,NA,NA,299.51,NA,NA,NA,NA
"1511","C00648972",314967.33,NA,NA,NA,1406,159916.8,NA,NA,1444.38,8853.28,1581.6,228,NA,NA,183,NA
"1512","C00648998",435617.17,29103.89,NA,NA,651.36,169922.66,NA,31198,13689.37,1459.87,712.4,5029.58,NA,NA,1856.56,NA
"1513","C00649004",1312666.54,514942.75,16500,16656.35,27748.16,134210.46,6743.93,126536.76,18235.39,115641.22,1808.83,14098,NA,NA,4842.75,NA
"1514","C00649012",874244.23,4027.47,NA,NA,30552.75,208326.37,2480,36362.5,12007.24,60460.88,11577.13,NA,NA,NA,10550,NA
"1515","C00649020",356598.76,13205.04,NA,12180.73,NA,115904.72,NA,44035.31,3420.65,NA,5261.13,NA,NA,NA,NA,NA
"1516","C00649038",326189.79,116662.11,NA,NA,11252.29,15474.14,392.32,69092.75,6008.91,1623.54,1875.84,25.1,4737,NA,168,NA
"1517","C00649061",1504992.83,2344.17,34500,7792.5,38270,119941.49,NA,47270,3055,6381.74,2818.33,NA,NA,NA,10000,NA
"1518","C00649079",639736.54,193830.5,NA,NA,49720.65,143573.03,3915.87,189851.71,14197.54,12750.4,18026.97,NA,NA,NA,16401.4,NA
"1519","C00649087",2423574.49,223453.57,46500,6000,40290,193476.08,NA,320505.86,3652.28,16558.72,23762.84,NA,NA,NA,25945.08,NA
"1520","C00649095",63939.31,129.38,NA,NA,946.44,26680.23,NA,946.44,NA,NA,203.5,NA,NA,NA,6728.94,NA
"1521","C00649129",364493.3,NA,29800,7500,NA,76243.12,NA,40675,2116.37,588,5754.41,NA,NA,NA,NA,NA
"1522","C00649137",4992,4992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4992,NA,NA,NA
"1523","C00649145",16685.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1121.25,NA
"1524","C00649160",30602.77,NA,NA,NA,6423,NA,NA,6423,NA,589.16,NA,NA,NA,NA,NA,NA
"1525","C00649178",139164.52,13717,NA,NA,NA,NA,NA,101853.43,300,1735,3030.55,NA,2531.5,NA,NA,NA
"1526","C00649186",106779.53,232.77,NA,NA,900,NA,NA,52210.5,263.49,NA,257.98,5095.8,NA,NA,NA,NA
"1527","C00649194",314084.54,3960.68,NA,600,43745,NA,2500,144276.52,5166.91,26827.42,NA,5500,NA,NA,1954.82,1970
"1528","C00649210",80541.85,6429.48,NA,NA,7000,15075,NA,12700,585.66,NA,2645.01,1385.52,2060,NA,150,NA
"1529","C00649228",90793.32,1137.47,NA,NA,2683.22,NA,NA,56390.99,7936,NA,NA,1354.04,NA,NA,NA,NA
"1530","C00649236",2092146.47,600,24000,7500,64476.3,369107.91,NA,NA,7989.21,226.09,15160.64,NA,NA,NA,NA,600
"1531","C00649269",24426.07,NA,NA,NA,NA,9784.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1532","C00649277",226555.25,10506,NA,NA,800,NA,NA,3250,749.84,504.12,22022.82,NA,10506,NA,880,NA
"1533","C00649285",132257.47,7045.17,NA,NA,2000,38897.68,83.71,11430,1551.79,NA,2854.06,NA,NA,NA,299,NA
"1534","C00649301",1288754.11,NA,45452.51,NA,NA,71160,NA,NA,3000,176504.68,NA,NA,NA,NA,4500,NA
"1535","C00649327",4167185.59,3312518.05,34400,48814.55,12198.79,305860.15,NA,103067,6026.32,2705.65,23616.4,NA,NA,NA,NA,NA
"1536","C00649350",5345826.69,5602767.71,91700,58828.49,55875.08,642145.59,4506.34,494425.28,14044.76,4577.83,37360.4,NA,250,2575202,1990,NA
"1537","C00649368",90769.92,613.49,NA,NA,NA,56896.87,NA,14000,715,NA,NA,NA,NA,NA,1550,NA
"1538","C00649376",3164529.71,4000.99,NA,96000,73351.41,616881.12,NA,245214.9,10026.66,193354.83,21501.74,NA,NA,NA,1522.59,NA
"1539","C00649392",35757.57,3723.45,NA,NA,775.27,NA,NA,NA,882.98,NA,199.9,NA,2176.45,NA,NA,347
"1540","C00649400",572896.3,58574.12,2600,300,123936.45,14981.63,NA,176812.96,10532.67,92361.54,16743.68,NA,NA,NA,3818,NA
"1541","C00649418",312772.61,5550,22625,NA,28276.7,NA,NA,155028.8,265.74,1258.91,8695.08,NA,5550,NA,NA,NA
"1542","C00649442",2221.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1543","C00649459",2121331.72,130597.77,500,80524.29,22387.5,369606.91,NA,81381.03,4525,19154.6,18682.28,NA,NA,NA,1000.08,NA
"1544","C00649475",4253.8,NA,NA,NA,NA,NA,NA,NA,NA,61.07,NA,NA,NA,NA,NA,NA
"1545","C00649483",4361816.01,3031.9,135916.29,9033.15,53230.61,396024.42,NA,61090.29,15651.04,8432.59,27283.53,2632.89,NA,NA,3775.54,NA
"1546","C00649491",808760.46,308438.34,29300,19730.82,20500,174687.5,NA,87642.36,NA,973.45,4259.89,NA,NA,NA,NA,NA
"1547","C00649509",63717.34,1950,NA,NA,232.97,NA,NA,5450,4250.24,42.45,625.66,2650,1950,NA,NA,NA
"1548","C00649533",446045.58,21719.26,NA,NA,1250,NA,NA,54951.43,396.15,7399.33,101.25,NA,NA,NA,7500,NA
"1549","C00649541",2836.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1550","C00649558",4163370.22,2799.32,NA,6322.9,43607.83,562719.43,21766.59,718575.55,39995,12658.75,16996.73,NA,NA,NA,5118,NA
"1551","C00649582",50592.76,1478.2,NA,NA,4450,NA,NA,3900,NA,300,NA,NA,NA,NA,360,NA
"1552","C00649608",460401.66,250,NA,7500,19292.67,NA,NA,63848.26,NA,NA,NA,NA,NA,NA,NA,NA
"1553","C00649632",408139.36,18332.5,34600,NA,1799.08,131733.69,NA,54143.05,6650.13,649,3985.92,NA,NA,NA,10750,NA
"1554","C00649640",86325.81,NA,NA,322.89,NA,34050,493.31,16895.41,238.77,4480,1067.58,NA,NA,NA,1678.12,NA
"1555","C00649657",66517.89,NA,NA,NA,12506.76,NA,NA,38193.85,1356.76,NA,NA,NA,NA,NA,NA,NA
"1556","C00649665",7339.09,289.58,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,NA,NA,NA,NA
"1557","C00649673",110262.45,NA,NA,NA,NA,53128.83,3804.86,17869.92,NA,456.55,357.67,NA,NA,NA,4021.88,NA
"1558","C00649681",28403.19,3815.25,NA,NA,175.87,NA,NA,NA,64.29,122.7,262.48,NA,NA,NA,NA,NA
"1559","C00649707",189866.05,10693.29,NA,NA,9534.26,64086.88,NA,41983.95,3332.58,362.52,3138.12,500,NA,NA,3160.09,NA
"1560","C00649715",37106.75,1421.55,NA,NA,NA,10500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561","C00649731",340329.71,NA,17200,1000,NA,27785.99,NA,52700,6152.56,1437.35,8612.33,NA,NA,NA,2700,NA
"1562","C00649749",822541.02,875.8,23800,NA,12000,171389.4,NA,31461.27,218.38,5261.5,NA,NA,NA,NA,20000,NA
"1563","C00649756",756919.37,25103.58,NA,42806.38,3500,126503.96,NA,12143.05,13224.53,2190.89,3382.68,NA,NA,NA,2902.09,NA
"1564","C00649798",3430151.23,1300,85300,47238.38,137324.26,477678.72,NA,87298.57,17922.37,695.8,38392.92,28610,NA,NA,13012.41,NA
"1565","C00649806",123967.09,2492.91,NA,NA,NA,NA,303.88,15500,4032.24,1837.4,NA,860.21,1720,NA,NA,NA
"1566","C00649814",40000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1567","C00649848",311218.82,NA,NA,NA,NA,NA,NA,86029.62,110,4597.23,6330.88,NA,NA,NA,NA,NA
"1568","C00649863",477734.01,1675.31,3500,14500,11875,281297.61,5837.62,59215.76,2691.63,1006.98,3773.57,NA,NA,NA,153.54,NA
"1569","C00649871",5643,663,NA,NA,NA,NA,NA,2000,NA,NA,NA,NA,663,NA,313.38,NA
"1570","C00649897",4563573.79,2143708.57,75905.55,20000,630795.6,200906.71,NA,726932.35,8301.81,57600.23,29906.87,NA,NA,NA,16845.7,38.94
"1571","C00649905",9346.41,NA,NA,NA,NA,NA,NA,600,NA,NA,NA,NA,NA,NA,NA,NA
"1572","C00649913",7671460.75,7251910.87,241759.69,2000,35023.6,816849.31,NA,74210.84,54143.22,127430.48,22875,NA,120000,3058941.5,2700.73,NA
"1573","C00649939",961.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1574","C00649947",269191.65,37722.51,4692.84,NA,103.55,6247.96,1399.31,105319.41,3825.15,534.7,NA,NA,NA,20000,390,NA
"1575","C00649954",188434.38,16769.58,1927.25,NA,4630,40611.56,NA,2600,134,3053.66,7204.16,NA,NA,NA,474.47,NA
"1576","C00649962",346743.74,16017,NA,237.6,10500,83657.98,NA,7800,NA,171948.62,NA,NA,NA,NA,10000,NA
"1577","C00649988",217610.37,NA,NA,NA,38114.55,20267.66,NA,65062.95,NA,635.21,8472.4,NA,NA,NA,NA,NA
"1578","C00650010",37616.78,2398.69,NA,NA,NA,NA,NA,8750,NA,NA,NA,NA,NA,NA,NA,NA
"1579","C00650028",1039884.23,225729.64,31000,1750,38000,201290.34,NA,117652.52,1131.96,202196.43,7791.37,NA,NA,NA,3486,NA
"1580","C00650036",8298710.17,87972.74,NA,380364.47,17020.56,390730.16,NA,458170.59,1385.86,4236.96,NA,5171.68,NA,87972.74,124004,NA
"1581","C00650077",605229.36,4372.42,NA,26000,15000,166983.41,3885.42,164157.6,5343.2,520.3,3160.13,NA,NA,NA,344.31,NA
"1582","C00650085",4111.79,NA,NA,NA,2000,NA,NA,3750,NA,NA,NA,NA,NA,NA,NA,NA
"1583","C00650093",304625.93,4441.75,NA,NA,26384.98,71375,407.1,65590.62,3913.22,345.31,NA,NA,NA,NA,2740,NA
"1584","C00650143",12654.58,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,321,NA
"1585","C00650150",7749297.4,2100,175700.5,12540.5,2764.42,787486.24,11794.79,36365.49,59786.55,124668.14,49420.62,NA,NA,NA,900,NA
"1586","C00650176",690426.62,2010.31,31000,NA,8000,NA,23238.23,350724.58,10069.93,4068.1,7325.57,NA,NA,NA,NA,NA
"1587","C00650200",43783.41,NA,NA,NA,6811.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,2024,NA
"1588","C00650218",6384.25,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA
"1589","C00650226",1030428.2,422338.9,10500,NA,34869.93,210626.02,NA,15450,NA,9434.36,33257.72,NA,NA,NA,8792.25,NA
"1590","C00650234",670193.38,6108.5,NA,2950,74353.38,262654.63,13558.23,214853.37,5360.41,1745.51,9922.24,NA,NA,NA,1258.8,NA
"1591","C00650242",338487.44,26103.35,NA,7642,24379.8,71513.11,NA,100679.37,1765.05,1881.5,1160.16,NA,NA,NA,NA,NA
"1592","C00650259",1308475.37,11875,35715.5,9292.5,33887.48,80093.35,NA,140085.13,302.1,NA,3718.76,NA,NA,NA,NA,NA
"1593","C00650283",108108.82,NA,NA,7000,16000,39752.32,NA,24425,NA,NA,1611.07,NA,NA,NA,184.32,NA
"1594","C00650358",308374.41,850,NA,NA,2370,143140.16,10712.27,62980.39,2638.84,1513.81,2862.38,NA,NA,NA,NA,NA
"1595","C00650366",4132478.3,2193138.15,62040,20950,37500,1183224.6,NA,272289.12,71830.45,16847.12,36831.72,NA,7075,1053756,4225,NA
"1596","C00650382",37842.94,257,NA,NA,3000,8252.62,NA,9135.84,650,1761.5,NA,NA,NA,NA,NA,NA
"1597","C00650390",35015.22,868,NA,NA,420,NA,NA,NA,NA,NA,1360,NA,NA,NA,NA,NA
"1598","C00650408",3705181.89,2263536.05,106641.43,NA,38447.27,457176.25,NA,184366.88,8594.6,268496.67,7274.39,NA,NA,2189373.98,529.88,NA
"1599","C00650424",32973.85,NA,NA,NA,115,7866.56,NA,3500,NA,52.03,741.04,NA,NA,NA,168,NA
"1600","C00650440",2367941.73,629.35,NA,53056.7,73916.23,110559,NA,96410.26,3874.42,96977.36,13217.54,NA,NA,NA,7200,NA
"1601","C00650457",5459465.54,59581.84,155957.7,24000,123294.44,420114.36,511.71,947913.15,15577.67,461754.55,66896.18,NA,NA,NA,158.26,NA
"1602","C00650465",515.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,515.1,NA
"1603","C00650473",215083.09,1000,NA,NA,8500,112923.15,2612.54,32248.68,4148.05,944.8,1778.1,NA,NA,NA,14346.5,NA
"1604","C00650481",335458.05,103069.76,NA,NA,NA,22418.55,NA,145530.22,822.3,5515.29,2389.91,15547.5,27844,NA,20594.42,NA
"1605","C00650499",80066.75,NA,NA,NA,NA,25392.73,NA,11246,NA,NA,NA,NA,NA,NA,NA,NA
"1606","C00650507",2526600.88,1494437.71,NA,63082.8,56730.49,286675.48,30407.81,500377.95,17589.56,5654.59,10961.36,NA,85750,6000,743.57,NA
"1607","C00650515",629888.05,NA,NA,51455,93420.19,162118.93,9744.76,236879.15,54.54,705.85,9322.31,NA,NA,NA,4265,NA
"1608","C00650523",606945.23,2864.86,13000,NA,55181.24,131037.84,NA,101745.44,1828.64,170438.21,7971.34,NA,NA,NA,NA,NA
"1609","C00650531",322602.05,3885.99,2018,NA,250,157579.97,3323.83,50096.96,1061.12,13659.05,6189.76,NA,NA,NA,275,NA
"1610","C00650572",70097.56,NA,NA,NA,9500,NA,NA,20208,1059.16,526.03,NA,NA,NA,NA,3000,NA
"1611","C00650614",289129.3,300,5000,710,NA,25393.55,NA,94932.18,NA,780.4,NA,NA,NA,NA,NA,NA
"1612","C00650622",3495417.44,1373084.48,36160,1151,88031.79,600323.96,6658.11,38941.15,9525.27,67718.31,6896.66,1049.98,335000,385000,7312.4,2745
"1613","C00650648",20938999.55,6682827.53,386000,136771.95,40834,494118.18,NA,1185558.7,26216.6,1535393.16,43925.75,NA,NA,NA,NA,NA
"1614","C00650655",535868.64,NA,NA,NA,10689.9,70988.4,32750,158281.97,4741.25,16127.97,NA,59250,NA,NA,40750,NA
"1615","C00650671",258604.91,6305.55,NA,3500,5400.2,18185,8022,17180,9794.32,374.74,12205.75,NA,5386.5,NA,4105.43,130
"1616","C00650689",1635506.27,426.5,NA,96500,3668.06,437183.36,24270.33,1000964.12,20823.91,2602.64,18474.12,2400,NA,NA,NA,NA
"1617","C00650697",1915040.31,9351.51,37013,NA,153930,108883.82,NA,166462.43,4010,134977.74,2239.46,NA,NA,NA,11377.63,NA
"1618","C00650705",824013.31,109896,NA,NA,22028.66,NA,NA,32500,2589.08,NA,3842.98,51322.02,NA,109896,4000,NA
"1619","C00650770",23006.91,NA,NA,NA,NA,NA,NA,1000,3207.16,NA,NA,NA,NA,NA,NA,NA
"1620","C00650804",772740.66,24400,26500,NA,5409.86,154743.85,NA,72546.02,4098,1396,2465.07,12429.28,NA,NA,4000,NA
"1621","C00650812",191485.58,4042.65,643.95,NA,868.67,NA,NA,98167.29,625.22,2930,50.49,0,NA,NA,3275,NA
"1622","C00650838",20441.22,NA,1000,NA,2369.9,NA,NA,13500,NA,NA,NA,NA,NA,NA,1805,NA
"1623","C00650879",306114.12,36886.2,NA,NA,NA,NA,NA,60100.08,6590.97,122.68,NA,8400,NA,NA,9244.8,NA
"1624","C00650887",37525.48,NA,NA,NA,NA,NA,NA,26800,2952.86,1737.01,NA,NA,NA,NA,2545,NA
"1625","C00650895",78781.64,NA,NA,NA,15750,21704.16,845,17459.68,NA,NA,303.4,NA,NA,NA,2500,NA
"1626","C00650911",1708537.97,NA,NA,92400,42463.99,369414.75,2012.78,257519.55,4170.35,129397.93,11139.67,NA,NA,NA,NA,NA
"1627","C00650929",551464.83,13351.83,NA,2500,15037.64,206749.23,94845.78,78700.32,540.93,NA,NA,NA,5065,NA,NA,NA
"1628","C00650994",193917.28,NA,NA,NA,9391.58,NA,NA,49261.49,1659.85,5153.1,NA,NA,NA,NA,1500,NA
"1629","C00651026",717662.51,NA,8500,NA,78904.61,33600.94,NA,204577.71,1974.5,14663.26,1887.22,NA,NA,NA,2800,NA
"1630","C00651042",4693189.45,4332583.2,184500,12500,103492.95,611796.25,NA,433401.94,22436.29,166120.51,96209.9,NA,78727,2111880.7,NA,NA
"1631","C00651117",180660.47,NA,NA,NA,NA,34439.28,NA,5000,604.47,113.74,177.09,NA,NA,NA,NA,NA
"1632","C00651133",9665.28,NA,NA,NA,NA,NA,1268.57,NA,NA,NA,NA,NA,NA,NA,207.49,NA
"1633","C00651158",1120519.5,23046.35,22000,15304.58,NA,261795.22,NA,37265.48,218.25,139170.48,8638.86,NA,NA,22597,NA,NA
"1634","C00651216",6907.67,NA,NA,NA,NA,NA,NA,NA,1926.32,NA,NA,NA,NA,NA,NA,NA
"1635","C00651224",305356.92,14884,NA,NA,41998.57,NA,NA,97450.03,2929.67,40515.56,9.6,800,14884,NA,2462.17,NA
"1636","C00651273",6724.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA
"1637","C00651281",163436.7,NA,NA,NA,14654.94,NA,NA,16790.25,NA,4929.91,NA,NA,NA,NA,NA,NA
"1638","C00651299",23203.04,NA,NA,NA,NA,NA,NA,3200,NA,NA,NA,3200,NA,NA,3400,NA
"1639","C00651307",113546.7,NA,NA,NA,29000,21822.6,2467.4,32000,473.01,NA,NA,NA,NA,NA,NA,NA
"1640","C00651315",592539.65,151724.06,27500,NA,20971.15,164994.35,NA,38622.75,1405.35,67223.19,11837.87,NA,748,148550,13200,NA
"1641","C00651331",2699267.82,24316.41,NA,47697.86,2006.81,378663.31,15907.98,417545.73,16080.77,2083.98,9252.39,NA,NA,NA,1433.79,58.9
"1642","C00651356",7181.04,NA,NA,NA,NA,NA,177.62,2338.71,NA,NA,NA,NA,NA,NA,NA,NA
"1643","C00651372",299841.99,NA,31982.18,NA,12436.9,77000.84,268.38,32739,1469,461.7,NA,24527.26,NA,NA,188.9,NA
"1644","C00651471",2192183.44,2062,52275.45,1500,3642.5,206066.12,NA,255065.48,6743.61,25698.34,25432.68,NA,NA,NA,NA,NA
"1645","C00651497",461401.49,12447.78,6250,NA,11750,NA,NA,89814.08,5401.49,271446.58,31736.57,9000,NA,NA,213.2,NA
"1646","C00651521",139147.66,582.5,2500,NA,NA,56050.04,NA,41243.67,3931.53,49.4,3791.97,NA,NA,NA,NA,NA
"1647","C00651539",104014.18,21935.42,NA,NA,1178.87,NA,5001.12,NA,1817.95,NA,NA,NA,NA,6972,274.25,540.32
"1648","C00651547",35729.6,1005.59,NA,NA,NA,NA,53.77,NA,2440.81,NA,553.42,500,NA,NA,NA,NA
"1649","C00651562",28424.51,8691.5,1850,NA,105,7612.3,NA,4450,1769.2,1086.57,100,NA,2235.25,1928.75,1081.11,NA
"1650","C00651588",16032.14,1831.76,NA,NA,NA,NA,NA,NA,NA,205.08,263.51,NA,NA,NA,NA,NA
"1651","C00651604",18843.82,2788.23,NA,NA,750,NA,NA,NA,4750.21,NA,2978.21,NA,2257.35,NA,NA,NA
"1652","C00651620",8155.73,9.44,NA,NA,NA,NA,NA,1500,346.65,NA,NA,NA,NA,NA,NA,9.44
"1653","C00651646",375963.24,NA,NA,32004,25300,102381.67,3882.63,128406.66,2055.84,57543.16,3141.35,NA,NA,NA,NA,NA
"1654","C00651653",68826.05,8584.04,NA,NA,4564.8,NA,NA,NA,965.28,NA,NA,NA,3098,NA,865,NA
"1655","C00651661",12405.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1656","C00651711",36140.41,NA,NA,NA,NA,5881.9,NA,NA,324,NA,NA,NA,NA,NA,224.7,NA
"1657","C00651752",533976.37,14450.05,2343.4,7000,21404.52,224258.22,5520.38,125616.49,4625.44,23262.78,5795.57,NA,NA,NA,3501.03,NA
"1658","C00651760",4116.43,NA,NA,NA,NA,NA,NA,NA,389.6,NA,NA,NA,NA,NA,154,NA
"1659","C00651794",10581.51,2034.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660","C00651802",98.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1661","C00651810",7313.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1662","C00651851",1589780.84,10440,49900,15356.6,NA,259408.89,5815.92,251976.26,3295.46,42502.11,2565.62,NA,NA,NA,4000,NA
"1663","C00651885",18700.12,6165,NA,NA,307.45,NA,NA,NA,NA,NA,34.58,NA,300,4405,NA,1460
"1664","C00651919",1532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1665","C00651927",9566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1666","C00651950",3085.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,144,NA
"1667","C00651968",8266.28,270,NA,NA,NA,NA,NA,NA,405.94,NA,NA,24.49,270,NA,NA,NA
"1668","C00651984",92635.86,3368,NA,NA,NA,NA,1000,NA,NA,7826.31,NA,NA,NA,NA,NA,NA
