"","committee_id","total","advertise","poll","research","fundraise","pay","materials","consulting","event","mail","travel","smedia","radio","television","website","newspaper"
"1669","C00651992",55146.61,NA,NA,NA,NA,NA,NA,21735.22,NA,129,1810.62,NA,NA,NA,NA,NA
"1670","C00652065",4881890.36,61088.74,80200,24938.89,50981.73,594006.64,NA,144681.05,8103.76,40878.1,44776.18,NA,NA,54088.74,9153.29,NA
"1671","C00652073",864564.6,3104.28,NA,NA,17385.05,23249.89,NA,344139.75,768.4,45301.86,NA,NA,NA,NA,NA,NA
"1672","C00652107",6223864.64,39308,NA,166920.9,15904.86,531403.07,7502.09,473167.55,11867.21,20153.89,1289.2,NA,NA,NA,2500,NA
"1673","C00652149",946616.92,262812.51,NA,5025,131959.35,NA,NA,202877.59,3789.99,172654.5,5159.68,NA,1500,255263,17797.49,2693.51
"1674","C00652156",33898.6,8897.25,NA,NA,NA,NA,NA,NA,705.36,150,NA,NA,8662.25,NA,3000,NA
"1675","C00652172",592060.62,140,27650,42650,3000,210515.63,NA,75617.07,645,1047,4659.61,NA,NA,NA,41150.95,NA
"1676","C00652198",14242.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.7,NA,NA,NA,NA,NA
"1677","C00652214",127764.44,NA,NA,23000,NA,NA,543.15,31280,731.94,200.66,NA,NA,NA,NA,211.93,NA
"1678","C00652222",8438.08,NA,NA,NA,NA,NA,NA,NA,NA,470.46,NA,NA,NA,NA,NA,NA
"1679","C00652248",4440564.66,224230.28,94911.2,345260.36,743.07,397097.1,NA,84764.79,57524.87,2294.22,25901.75,NA,NA,60540.8,3545.27,NA
"1680","C00652255",5954.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1681","C00652263",10710.81,4926.01,NA,NA,2184.95,NA,NA,NA,NA,NA,112.5,640,NA,NA,500,NA
"1682","C00652271",320113.63,1500,4000,NA,45053.27,NA,NA,69635.4,3256.14,3198.76,NA,NA,NA,NA,5000,NA
"1683","C00652289",27649.35,3427.73,NA,NA,600,NA,NA,NA,707.8,4.9,NA,NA,NA,NA,NA,NA
"1684","C00652297",6499860.08,NA,NA,56552.51,81820.75,972468.54,161378.43,4980038.93,6614.69,1500,45195.79,NA,NA,NA,9500,NA
"1685","C00652321",164488.56,NA,NA,NA,NA,52099,NA,NA,350,NA,NA,NA,NA,NA,NA,NA
"1686","C00652354",221124.63,11533,7759.29,2007.21,36053.43,NA,560,22507.64,450,2750,12827.78,NA,6483,NA,NA,NA
"1687","C00652362",51958.63,1000,NA,NA,236.92,NA,NA,9650,2980,1549.62,1720.4,NA,NA,NA,NA,NA
"1688","C00652370",1250,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1250,NA
"1689","C00652388",290798.49,NA,NA,NA,31296.12,124715.01,24551.79,83951.72,NA,4894.63,197.16,NA,NA,NA,NA,NA
"1690","C00652396",788427.08,126497.27,8000,NA,10451.64,NA,NA,136539.34,19757.05,233110.94,NA,NA,23423,83516.5,675,NA
"1691","C00652404",234275.31,54747.5,NA,NA,2606.74,NA,17785.35,7000,NA,NA,NA,18183.05,NA,NA,NA,NA
"1692","C00652446",230589.7,NA,NA,NA,4608.81,91517.86,NA,8500,1198.8,NA,NA,NA,NA,NA,1005.8,NA
"1693","C00652495",1347684.76,16821.48,32206.2,6270.71,11741.05,235461.37,NA,109447.25,900,16065.24,NA,NA,676,NA,4400,NA
"1694","C00652586",109423.39,8000,NA,NA,NA,NA,NA,46847,NA,1112.65,NA,NA,NA,NA,1275,NA
"1695","C00652594",4606964.32,9903.02,148074.26,11414.25,90681.41,211634.31,NA,214720.27,6554.4,6475.16,26720.72,5400,NA,NA,168,NA
"1696","C00652628",8197468.53,11110779.75,NA,273935.71,166654.33,526871.46,18743.9,183992.79,14681.23,292839.63,23036.54,17325,NA,5304926.03,24864.97,NA
"1697","C00652636",233700.11,54664.09,NA,NA,1382.07,NA,NA,98051.85,7339.29,NA,NA,NA,NA,NA,NA,NA
"1698","C00652651",1598340.72,593568.61,33600,30600,28650,555103.93,NA,113408.74,14185.49,90723.4,5239.6,NA,NA,NA,NA,NA
"1699","C00652669",5486.94,NA,NA,NA,NA,NA,NA,NA,124.95,NA,NA,NA,NA,NA,216.5,NA
"1700","C00652693",382984.54,1676.33,NA,NA,50397.48,NA,NA,198601.99,16810.19,NA,6696.58,NA,NA,NA,129,NA
"1701","C00652719",5285220.61,5347557.35,108637.11,6400,29788.71,802306.75,NA,311155.07,41672.79,35317.94,52040.66,NA,1680,2498871,3826.8,NA
"1702","C00652735",346507.72,113456.94,NA,NA,22221.61,NA,NA,31920.12,214,214.7,NA,NA,NA,6000,NA,NA
"1703","C00652743",5230929.77,296570,90846,NA,53369.45,214492.22,NA,506131.13,23527,482635.7,3305.86,NA,NA,NA,NA,NA
"1704","C00652750",17562.22,378.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536.52,NA
"1705","C00652776",455395.14,8639.72,NA,NA,6500,129933.05,4723.8,68905.85,4983.32,42671.99,249.02,NA,NA,NA,NA,NA
"1706","C00652784",276368.91,5200,NA,6319.99,1176.91,71908.69,NA,22500,1426.91,145893.23,NA,NA,NA,NA,7500,NA
"1707","C00652792",628474.18,467684.4,14000,NA,13014.89,110085.78,NA,131882.46,1577.25,NA,NA,NA,NA,227172.2,NA,NA
"1708","C00652800",1300668.33,331100,92200,6000,18000,185072.25,NA,347723.75,14672.07,163767.21,22920.33,NA,1e+05,1e+05,12448,NA
"1709","C00652891",76039.61,4654.43,2018,139.96,28097.08,NA,NA,18237,830.98,465,NA,NA,2986.05,NA,405,NA
"1710","C00652909",1932.64,NA,NA,NA,NA,NA,189.64,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1711","C00652917",64302.45,748.29,NA,NA,NA,NA,NA,39354.6,NA,NA,NA,400,NA,NA,NA,NA
"1712","C00652925",9630.97,3422.54,NA,NA,NA,NA,NA,2400,NA,NA,NA,1000,1000,NA,NA,NA
"1713","C00652958",288637.42,4995,16900,NA,478.42,NA,2631.21,104960.28,5932.91,2001.44,11676.48,NA,NA,NA,700,NA
"1714","C00653048",130154,1648.13,NA,8393.75,NA,NA,2265.86,35980.94,885.2,44068.51,NA,NA,NA,NA,NA,NA
"1715","C00653089",54805.18,2180.15,NA,NA,NA,NA,NA,26008.59,140,110.75,NA,NA,NA,NA,NA,NA
"1716","C00653097",2523.75,161.58,NA,NA,NA,NA,NA,NA,NA,1828.9,NA,NA,NA,NA,14.58,NA
"1717","C00653121",4233371.06,2843506.5,106073.86,20000,78844.96,767460.74,NA,112890.93,4849.25,33252.49,68470.91,NA,NA,186364,NA,NA
"1718","C00653162",774890.49,223561.76,NA,4500,NA,12102.93,5090,67515.35,2405.14,3319.13,16.5,NA,NA,NA,NA,NA
"1719","C00653196",18824427.74,2319107.49,44600,311763.83,181427.12,1615307.95,35918.55,3398518.98,401590.08,1399792.49,5239.05,NA,NA,243871,1133.47,NA
"1720","C00653204",1699750.14,NA,119018,NA,72864.88,NA,NA,562163.22,2788.84,1587.94,15209.29,NA,NA,NA,NA,NA
"1721","C00653220",1921429.15,37346.98,13679.2,31375,55110.83,13000,NA,418760.88,13452.79,13610,6476.81,NA,NA,NA,282.55,2021.12
"1722","C00653238",25304.93,NA,NA,NA,NA,NA,NA,NA,260,8300.31,NA,NA,NA,NA,2652,NA
"1723","C00653253",189264.33,938.98,NA,NA,11107.96,46805.99,NA,NA,3878.39,338.15,2842.09,600,NA,NA,135,270.91
"1724","C00653329",8175.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1725","C00653360",18144.56,NA,NA,NA,NA,NA,NA,4517.5,NA,NA,NA,NA,NA,NA,1000,NA
"1726","C00653410",1577028.42,154214.94,7500,4500,207386.79,NA,NA,198925.98,1564.4,122853.24,3269.29,NA,19700.4,113314.14,809.4,NA
"1727","C00653428",12423.17,2271.89,NA,NA,140.39,NA,233.18,1350,NA,NA,240.86,NA,NA,NA,NA,NA
"1728","C00653451",202464.57,11139.36,NA,NA,NA,96870.7,5171.61,47449.92,7850,NA,612.79,NA,NA,3700,2625,NA
"1729","C00653493",6626.27,NA,NA,NA,NA,NA,NA,NA,174,270,NA,NA,NA,NA,885,NA
"1730","C00653550",39719.36,495.34,NA,NA,NA,NA,NA,1994,3264.45,NA,275,NA,NA,NA,NA,NA
"1731","C00653576",375749.23,NA,5000,29999,NA,37002.19,3141.82,229953.26,25301.12,NA,12876.62,NA,NA,NA,1500,NA
"1732","C00653584",133567.07,5282.25,NA,NA,NA,33856.09,12393.66,12592.67,795.53,1196.66,3695.26,NA,NA,NA,NA,NA
"1733","C00653592",104890.75,4500,NA,NA,NA,NA,1946.98,44150,250,2780.88,9188.47,NA,NA,NA,382.1,NA
"1734","C00653626",67973.1,4700,13500,NA,6930,NA,NA,8387.5,NA,NA,NA,NA,NA,NA,6064.06,NA
"1735","C00653634",4475593.89,37848.43,NA,237532.3,NA,14624.66,323.87,829884.15,NA,5957.71,11526.6,NA,NA,NA,NA,NA
"1736","C00653659",136476.91,9014.64,3500,NA,1150,NA,2352.79,50527.67,30636.38,NA,18846.11,NA,780,NA,244.77,NA
"1737","C00653667",6800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1738","C00653675",1409955.72,15200,NA,NA,28.95,21413.45,NA,858216.4,2275.3,132809.94,181.68,NA,NA,NA,48108.75,NA
"1739","C00653691",37451.43,NA,NA,NA,3004.58,NA,NA,NA,1676.96,NA,NA,3493.4,NA,NA,1284,NA
"1740","C00653733",265997.07,42536.54,3500,NA,1967.46,62069.48,NA,38485,10749.64,1443.88,3307.95,NA,800,NA,186.22,NA
"1741","C00653741",149.31,NA,NA,NA,NA,NA,89.31,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1742","C00653766",27.66,6,NA,NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,3,NA
"1743","C00653816",6094233.14,3865014.27,170910.58,13000,21767.76,788302.91,NA,164018.47,11453.84,23813.4,126612.07,NA,NA,3820948.89,281.41,NA
"1744","C00653824",9254.65,50,NA,NA,24.48,NA,NA,NA,298.11,41.01,NA,NA,NA,NA,392,NA
"1745","C00653832",5771.73,NA,NA,NA,NA,NA,NA,940,NA,NA,NA,NA,NA,NA,NA,NA
"1746","C00653840",625687.42,613.39,NA,NA,1389.02,12387.24,NA,86500,1531.85,357126.46,4038.07,NA,NA,NA,6405,NA
"1747","C00653907",3000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1748","C00653915",33868.94,248,NA,NA,NA,NA,NA,NA,75.92,NA,NA,NA,248,NA,2550,NA
"1749","C00653923",1440849.59,34933.28,55700,4411.8,44281.15,436611.02,NA,87855.45,7411.73,27219.98,32407.43,NA,NA,NA,20456.43,NA
"1750","C00653949",30099.59,11263.91,NA,NA,NA,NA,NA,NA,1837.13,NA,50.75,NA,1040,NA,3931.84,NA
"1751","C00653956",854,NA,NA,NA,NA,NA,NA,NA,NA,539,NA,NA,NA,NA,NA,NA
"1752","C00653964",2770,NA,NA,NA,NA,1050,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1753","C00653972",4550.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1754","C00654004",138571.73,9239.54,NA,NA,NA,NA,NA,55202.76,1120,46981.43,NA,NA,NA,NA,NA,NA
"1755","C00654079",1885679.97,38363.7,64618,25140.35,105352.18,337511.68,NA,321795.02,12179.28,44977.01,6575.16,NA,NA,NA,19808,700
"1756","C00654095",2485723.9,19662.61,47440,8300,137863.82,76180,1120,183313.25,4175.05,17461.05,79318.19,15297.32,10500,NA,NA,NA
"1757","C00654103",4637.57,1587.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1758","C00654111",288045.46,76000,3800,NA,37532.67,NA,NA,82112.9,1990.84,50582.16,1466.07,NA,NA,38000,6700,NA
"1759","C00654145",14818.21,NA,NA,NA,NA,NA,NA,NA,940.2,300,NA,NA,NA,NA,NA,NA
"1760","C00654160",24085.73,NA,NA,NA,NA,NA,NA,17740.73,NA,NA,422.23,NA,NA,NA,700,NA
"1761","C00654178",434244.87,12055.99,NA,NA,33685.02,216015.11,4317.5,50139.58,8007.24,3578.65,NA,2039.13,6221.44,4134.5,8000,NA
"1762","C00654194",88198.46,1200,NA,NA,1250,NA,NA,3400,2355,2450,NA,3110,400,400,NA,NA
"1763","C00654277",682750.66,504707,33200,1500,11000,117307.1,NA,112916.59,6075.21,5866.5,46233.19,NA,22214,226227,5000,NA
"1764","C00654335",9900,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1765","C00654350",90207.42,7193.06,NA,NA,16296.96,NA,NA,40630.24,350,1482.72,75,NA,1880,NA,NA,NA
"1766","C00654376",8802.31,2000,NA,NA,NA,NA,26.74,NA,478.97,NA,467.7,NA,2000,NA,120,NA
"1767","C00654400",5702925.41,5560833.81,4561.13,233754.25,112823.56,417976.54,10233.62,675113.98,24317.1,496389.91,78470.3,NA,22867.77,2608729.42,17096.25,NA
"1768","C00654434",653632.55,32443.95,NA,NA,1208.7,46059.51,NA,35783.95,1208.7,452.31,NA,NA,NA,NA,8065.6,NA
"1769","C00654442",1237664.11,81050,63000,21043.44,3622.57,115105.49,NA,76896.8,4300.58,61979.85,691.95,NA,NA,81050,NA,NA
"1770","C00654509",3880566.01,1154665,NA,39098.41,NA,1232946.67,NA,313124.41,20379.81,234995.84,823.58,NA,525,NA,NA,NA
"1771","C00654525",2251264.62,73336.42,6200,5250,7750,202032.29,689.04,202283.16,13214.19,33084.87,5927.37,NA,3799.4,NA,NA,NA
"1772","C00654558",23452.4,173.28,NA,NA,2286.96,NA,65.65,600,3983.25,NA,1053.55,NA,NA,NA,400,173.28
"1773","C00654566",20785.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1774","C00654574",909599.06,NA,NA,46250,NA,NA,NA,245271.52,NA,644.07,16045.65,NA,NA,NA,NA,NA
"1775","C00654624",46385.94,9730.09,NA,NA,56.24,3000,NA,10000,NA,NA,NA,NA,399.09,1300,168,NA
"1776","C00654632",21720.36,11040,NA,NA,NA,NA,388.35,NA,1815.97,NA,291.9,NA,5015,NA,303.97,5625
"1777","C00654640",125694.86,7964.01,5046.66,NA,295.52,NA,NA,NA,NA,17464.23,NA,NA,NA,6003.25,438.45,1506.42
"1778","C00654699",12956.28,381.67,NA,NA,42.76,NA,438.74,NA,13.76,81.98,795.61,NA,NA,NA,NA,NA
"1779","C00654723",2234544.05,226437.28,25120,10000,10359.03,NA,NA,362092.74,12879.23,355828.09,744.1,NA,2800,13000,77503.67,NA
"1780","C00654749",563483.82,NA,15000,NA,37940.66,NA,NA,89836.79,2999.69,98,60.89,NA,NA,NA,NA,NA
"1781","C00654780",708146.04,94141.07,NA,NA,1180.39,224494.06,NA,82122.92,52070.14,10408.28,2849.31,NA,NA,94141.07,2591.3,NA
"1782","C00654830",338048.96,1121.8,NA,NA,2216.31,NA,NA,33855.91,250,NA,8300.21,NA,NA,NA,NA,NA
"1783","C00654848",61950.75,798,NA,NA,NA,NA,NA,5633,NA,21545.78,NA,NA,NA,NA,1919.95,NA
"1784","C00654855",463628.59,11.5,NA,27000,NA,222822.54,21912.84,46266,4938.54,650.89,2730.86,NA,NA,NA,NA,NA
"1785","C00654863",14788.23,1870.25,NA,NA,NA,NA,148.18,NA,2535.79,NA,NA,119.69,NA,NA,NA,NA
"1786","C00654889",16651.98,NA,NA,NA,NA,NA,NA,NA,1239,NA,NA,NA,NA,NA,NA,NA
"1787","C00654921",422841.6,2033.74,NA,7010,23152.69,52794.71,NA,79179,NA,14326.31,NA,NA,NA,NA,4550,NA
"1788","C00654954",7287.5,NA,NA,NA,NA,NA,NA,1000,NA,NA,NA,NA,NA,NA,NA,NA
"1789","C00654970",13569.57,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1790","C00654988",347366.36,100347.97,NA,NA,3132,NA,3823.94,14350,4277.27,2757.73,2021.96,NA,1460,92121.3,3460.77,1730.7
"1791","C00655035",22049.05,NA,NA,NA,2750,NA,NA,12750,NA,NA,NA,NA,NA,NA,NA,NA
"1792","C00655043",496092.88,91326.08,20800,NA,NA,NA,NA,82195.71,NA,60183.55,254.2,NA,NA,NA,NA,NA
"1793","C00655068",59067.56,NA,NA,NA,NA,NA,NA,17216.27,1857.63,244.37,214.05,NA,NA,NA,2500,NA
"1794","C00655084",82671.92,8036.82,NA,NA,4124.78,18040,3336.45,NA,300,12403.31,427.5,NA,828,2801.75,321.48,NA
"1795","C00655100",3220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1796","C00655118",14622.65,219.99,NA,NA,482.71,NA,NA,2582.71,NA,NA,2457.55,NA,NA,NA,1283.42,NA
"1797","C00655134",379959.47,133556.76,NA,3593.18,9547.15,NA,NA,62164,8913.45,10002.24,1263.67,12495,20000,12376,13850,NA
"1798","C00655175",196657.64,5276.44,NA,14500,22368.96,NA,NA,23843.65,3881.82,8293.19,133,NA,NA,NA,NA,NA
"1799","C00655183",2741662.89,1338788.63,45963.37,6250,15605,383865.47,4397.76,204130.99,382.62,26829.58,18459.26,NA,NA,NA,12400,NA
"1800","C00655191",321673.2,25498.65,NA,NA,44285.1,NA,NA,79930.22,7338.12,10285.54,7506.24,NA,10175,NA,NA,NA
"1801","C00655225",940982.2,1178.9,56334.3,2700,66269.89,205691.67,NA,76043.06,3850,1301.32,NA,NA,NA,NA,580,NA
"1802","C00655233",375897.04,201000,NA,31000,38744.46,66140.25,NA,124143.35,NA,581.81,1380.48,NA,NA,1e+05,5000,NA
"1803","C00655258",230.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1804","C00655266",10462.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1805","C00655274",133539.42,4080.94,NA,NA,4500,NA,NA,59796.84,NA,4102.7,405.33,NA,NA,NA,NA,NA
"1806","C00655282",12549.84,NA,NA,NA,NA,10090,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1807","C00655332",750024.27,260383.52,NA,NA,47904.39,NA,1092.29,194943.33,11390.68,996.24,8464.95,2043.75,35231,41126.55,2861.5,10.65
"1808","C00655340",87866.77,7444.64,NA,NA,422.97,17090.7,NA,22500,422.97,63.75,NA,412,NA,NA,NA,NA
"1809","C00655381",15998.3,NA,NA,NA,NA,NA,NA,15000,NA,NA,NA,NA,NA,NA,NA,NA
"1810","C00655449",8312.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1811","C00655480",34737.22,NA,NA,NA,15491.82,NA,NA,15491.82,NA,NA,NA,NA,NA,NA,NA,NA
"1812","C00655514",125417.11,378.4,NA,NA,1125,115447.26,NA,1125,2000,5440.46,NA,378.4,NA,NA,2386.16,NA
"1813","C00655548",659423.49,196037.27,NA,6000,34000,77909.5,NA,187860.62,9044.79,52.7,NA,NA,NA,NA,3790.07,NA
"1814","C00655555",118047.94,40445,NA,NA,15250,NA,NA,2975,NA,17948.9,NA,NA,NA,NA,3750,NA
"1815","C00655571",1340567.45,108836.05,17500,8743,52656.07,5000,NA,159960.31,NA,27354.36,1985.35,NA,NA,NA,NA,NA
"1816","C00655613",5167984.02,3785642.76,111547.83,10102.93,22928.91,474170.12,6734.25,103464.62,12617.96,120748.9,25999.91,NA,NA,NA,2677.5,NA
"1817","C00655621",1881.91,NA,NA,NA,NA,NA,NA,393.98,NA,NA,NA,NA,NA,NA,NA,NA
"1818","C00655647",2675916.83,2595518.21,33800,57843,67500,278819.69,4107.63,346787.99,11080.55,34666.25,977.75,NA,750,1081250,402.99,4865.13
"1819","C00655654",34337.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.64,NA
"1820","C00655704",161179.17,7448.7,NA,NA,NA,NA,NA,907,NA,37.32,NA,NA,NA,NA,1793,7448.7
"1821","C00655720",29508.5,971.53,NA,NA,NA,NA,NA,NA,770,4524.23,NA,NA,NA,105.53,119.5,725
"1822","C00655787",13903.16,NA,NA,NA,86.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,256,NA
"1823","C00655795",264652.6,14808.8,NA,NA,19107.11,1164,NA,71781.05,NA,66414.41,346.6,487.3,NA,NA,NA,14808.8
"1824","C00655803",9683.48,NA,NA,NA,NA,NA,NA,3000,750,218.23,NA,NA,NA,NA,342.79,NA
"1825","C00655811",55075.22,22193.88,NA,NA,NA,NA,NA,6216.42,NA,NA,NA,NA,6074,6074,1553.65,1268.33
"1826","C00655837",55456.49,1412.34,NA,NA,NA,NA,565.25,8500,160,NA,372.68,1538.25,NA,NA,102,777.83
"1827","C00655860",289288.22,22410.58,NA,NA,31510,NA,NA,93112.8,3129.7,11732.33,1025.59,2677.58,2521,NA,1100,NA
"1828","C00655902",62863.98,2004.49,NA,NA,NA,10370.67,NA,720,5341.98,265,2508.94,NA,NA,NA,3845.82,NA
"1829","C00655910",1096051.21,175000,NA,10890,37750,131237.01,NA,273865.11,14847.67,5077.02,8096.01,NA,NA,175000,2167.5,NA
"1830","C00656009",6713.17,NA,NA,NA,1300,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA
"1831","C00656033",32020.79,150,NA,NA,3911.92,500,NA,NA,6917.4,215.8,600,NA,NA,NA,2350,NA
"1832","C00656058",61378.95,1843.34,NA,NA,8000,NA,NA,23000,NA,420,NA,NA,NA,NA,525.85,NA
"1833","C00656066",79902.3,7943.04,NA,NA,2878.62,NA,NA,32820,6942.75,NA,NA,NA,NA,NA,NA,NA
"1834","C00656090",822004.44,118.83,NA,47749.48,26409.95,285384.19,118201.99,262078.79,1897.87,6.65,5875.2,NA,NA,NA,NA,NA
"1835","C00656108",47440,NA,NA,NA,NA,NA,NA,457.45,NA,NA,NA,NA,NA,NA,NA,NA
"1836","C00656116",20518.74,114,NA,NA,NA,13445,NA,NA,769.33,NA,221.37,114,NA,NA,224.44,NA
"1837","C00656165",114135.77,NA,NA,NA,2682.51,NA,NA,11182.51,1524.75,58223.56,NA,NA,NA,NA,NA,NA
"1838","C00656173",36458.46,2421.11,NA,NA,NA,NA,3410.37,NA,NA,1352.63,2196.08,800,NA,NA,NA,NA
"1839","C00656215",1217025.72,NA,NA,13000,28750,9698.86,NA,93566,600,NA,2302.48,NA,NA,NA,2500,NA
"1840","C00656223",51937.04,NA,NA,NA,15750,NA,NA,30873.33,NA,890,1160.02,NA,NA,NA,NA,NA
"1841","C00656231",13004.65,NA,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1842","C00656256",5814.36,NA,NA,NA,NA,NA,NA,NA,2708.62,NA,NA,NA,NA,NA,NA,NA
"1843","C00656272",472,NA,NA,NA,NA,NA,NA,NA,NA,NA,422,NA,NA,NA,NA,NA
"1844","C00656280",431459.98,129553.34,NA,NA,116.56,36118.15,8481.55,25835.75,8792.21,4032.79,690.09,3000,3250,63000,1160,NA
"1845","C00656355",4237.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1846","C00656363",8370.68,NA,NA,NA,705.99,NA,NA,4500,258.7,NA,NA,NA,NA,NA,NA,NA
"1847","C00656371",4854615.28,2783082.51,105700,14000,233728.85,320022.16,NA,485935.56,35133.44,577664.31,10209.04,NA,NA,NA,NA,NA
"1848","C00656389",19328.19,NA,NA,NA,NA,NA,NA,1800,210,5.11,NA,NA,NA,NA,11713.34,NA
"1849","C00656397",16699.92,NA,NA,NA,NA,NA,NA,8578.5,NA,62.88,1094.83,320,NA,NA,NA,NA
"1850","C00656447",33906.6,900,NA,NA,9490.19,NA,NA,24835.11,NA,NA,472.65,NA,NA,900,2000,NA
"1851","C00656454",1300.45,NA,NA,NA,NA,NA,NA,NA,NA,236.48,NA,NA,NA,NA,NA,NA
"1852","C00656488",2738,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1853","C00656579",180022.18,18701.76,5900,NA,NA,NA,NA,52489.5,4000,NA,NA,NA,3425.44,3425.44,7000,3425.44
"1854","C00656603",138824.2,NA,NA,NA,7500,NA,NA,81811.88,NA,NA,NA,NA,NA,NA,3500,NA
"1855","C00656678",9981.98,270.8,NA,NA,9.8,NA,1706.74,NA,729.4,NA,NA,NA,NA,NA,NA,NA
"1856","C00656686",6499315.56,5058474.61,NA,215658.98,60377.2,550302.31,NA,128301.32,17228.33,110285.44,14068.47,NA,NA,NA,7129.48,NA
"1857","C00656736",263588.17,4294.67,NA,NA,9000,91005.93,NA,45694.4,400,619.3,694.4,NA,NA,NA,7995,NA
"1858","C00656744",841930.08,NA,41200,23318.09,41400,151316.53,NA,96795.88,3750.22,39853.16,1715.14,NA,NA,NA,10300,NA
"1859","C00656751",489368.78,NA,NA,NA,NA,NA,NA,600,1734.59,252143.63,NA,NA,NA,NA,6750,NA
"1860","C00656769",843005.88,600.11,59000,14500,43876.03,211773.98,NA,81075,461.78,1421.63,NA,NA,NA,NA,8000,NA
"1861","C00656785",148620.82,5206.14,NA,NA,7391.07,48612.1,NA,10829.21,848.04,911.21,NA,NA,300,NA,4448.14,NA
"1862","C00656793",305749.34,300,NA,NA,12849.51,13790.36,NA,36291.49,295.66,54218.18,6380.28,NA,NA,NA,77.01,NA
"1863","C00656892",35854.54,NA,NA,NA,NA,NA,NA,546.79,NA,NA,NA,NA,NA,NA,2880,NA
"1864","C00656918",29743.12,NA,NA,NA,NA,NA,NA,6000,NA,877.86,264.06,NA,NA,NA,NA,NA
"1865","C00656959",49825.65,NA,NA,NA,1999.04,NA,NA,NA,1250,13715.27,NA,3443,NA,NA,3905.72,NA
"1866","C00656975",92380.55,1400,NA,NA,NA,13689.43,NA,NA,579.64,NA,1735.4,NA,NA,NA,NA,NA
"1867","C00656983",7371.43,666.58,NA,NA,NA,NA,NA,1700,NA,NA,NA,NA,NA,NA,NA,NA
"1868","C00657007",5041.67,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1869","C00657015",2129046.96,NA,47336,89836,45641.25,491275.76,5932.8,465503.15,26495.01,89990.57,3729.18,NA,NA,NA,9995,NA
"1870","C00657049",9367.99,NA,13.44,NA,NA,NA,NA,NA,NA,NA,517.44,NA,NA,NA,NA,NA
"1871","C00657056",534098.33,290,NA,7500,11268.47,125272.35,NA,61484.98,12426.6,115156.03,8966.23,NA,NA,NA,NA,NA
"1872","C00657064",176.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1873","C00657098",1204278,99616.84,NA,3000,102955.04,545,NA,256303.73,21034.5,4531.65,1233.65,NA,NA,NA,16293.09,NA
"1874","C00657106",221813.14,36782.9,NA,NA,NA,NA,NA,17400,4412.61,9814.26,NA,NA,10880,NA,NA,NA
"1875","C00657114",10993.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1876","C00657122",419687.95,364,NA,9000,1641.97,NA,224.65,81000,479.97,167057.74,4513.63,NA,NA,NA,2200,364
"1877","C00657155",626564.19,349100.38,NA,47900,16010.59,24207.65,NA,60083.98,260,NA,9590.6,NA,NA,NA,NA,NA
"1878","C00657163",12342.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1879","C00657171",247191.24,4392.11,14185.2,NA,6250,20550.5,NA,64656.56,3654.26,NA,NA,NA,1500,NA,NA,NA
